Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,log_lot_frontage,log_garage_area,bc_gc_living_area,SalePrice
1095,20,74.0,5868,5,7,1956,2000,0.0,248,240,448,936,936,0,0,936,1,0,1,0,2,1,4,0,1956.0,1,308,0,0,80,0,160,0,0,5,2010,4.30406509320417,5.730099782973574,5.445132697235144,129000
1096,20,78.0,9317,6,5,2006,2006,0.0,24,0,1290,1314,1314,0,0,1314,0,0,2,0,3,1,6,1,2006.0,2,440,0,22,0,0,0,0,0,3,2007,4.356708826689592,6.0867747269123065,5.653535298685474,176432
1099,50,50.0,6000,4,6,1936,1950,0.0,672,0,0,672,757,567,0,1324,0,0,1,0,3,1,6,0,1936.0,1,240,0,0,0,0,0,0,0,7,2009,3.912023005428146,5.480638923341991,5.658137245754737,128000
1100,20,82.0,11880,7,5,1978,1978,206.0,704,0,567,1271,1601,0,0,1601,0,0,2,0,3,1,7,1,1978.0,2,478,0,0,0,0,0,0,0,4,2009,4.406719247264253,6.169610732491456,5.772660556191341,157000
1101,30,60.0,8400,2,5,1920,1950,0.0,290,0,0,290,438,0,0,438,0,0,1,0,1,1,3,0,1930.0,1,246,0,0,0,0,0,0,0,1,2009,4.0943445622221,5.5053315359323625,4.960388139015868,60000
1102,20,61.0,9758,5,5,1971,1971,0.0,412,287,251,950,950,0,0,950,0,0,1,0,3,1,5,0,1981.0,1,280,0,0,0,0,0,0,0,7,2007,4.110873864173311,5.634789603169249,5.454357048088696,119500
1103,20,70.0,7000,5,7,1960,2002,45.0,588,0,422,1010,1134,0,0,1134,0,0,1,0,2,1,6,0,1960.0,1,254,0,16,0,0,0,0,0,4,2007,4.248495242049359,5.537334267018537,5.5636271209921295,135000
1104,20,79.0,8910,6,6,1959,1959,0.0,655,0,0,655,1194,0,0,1194,0,1,1,0,3,1,6,1,1954.0,2,539,0,0,192,0,0,0,0,7,2006,4.3694478524670215,6.289715570908998,5.595196162460025,159500
1105,160,24.0,2016,5,5,1970,1970,304.0,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1970.0,2,440,0,0,0,0,0,0,0,4,2007,3.1780538303479458,6.0867747269123065,5.6479632652617715,106000
1106,60,98.0,12256,8,5,1994,1995,362.0,1032,0,431,1463,1500,1122,0,2622,1,0,2,1,3,1,9,2,1994.0,2,712,186,32,0,0,0,0,0,4,2010,4.584967478670572,6.568077911411976,6.063085437544579,325000
1107,20,114.0,10357,7,5,1990,1991,0.0,738,0,172,910,1442,0,0,1442,1,0,2,0,3,1,6,1,1990.0,2,719,0,244,0,0,0,0,0,5,2007,4.736198448394496,6.577861357721047,5.709791474158308,179900
1108,60,168.0,23257,7,5,2006,2006,0.0,0,0,868,868,887,1134,0,2021,0,0,2,1,3,1,9,1,2006.0,2,422,0,100,0,0,0,0,0,9,2006,5.123963979403259,6.045005314036012,5.911053975063343,274725
1110,20,107.0,11362,8,5,2004,2005,42.0,1039,0,797,1836,1836,0,0,1836,1,0,2,0,3,1,7,1,2004.0,3,862,125,185,0,0,0,0,0,3,2009,4.672828834461906,6.759255270663693,5.854294083102329,280000
1112,60,80.0,10480,7,6,1976,1976,660.0,403,0,400,803,1098,866,0,1964,0,0,2,1,4,1,8,1,1976.0,2,483,0,69,0,0,0,0,0,9,2008,4.382026634673881,6.180016653652572,5.89417894293057,205000
1113,20,73.0,7100,5,7,1957,1957,0.0,708,0,108,816,816,0,0,816,1,0,1,0,2,1,5,0,1957.0,1,308,0,0,0,0,0,0,0,7,2006,4.290459441148391,5.730099782973574,5.359435817931659,129900
1114,20,66.0,8923,5,7,1953,2006,0.0,643,0,365,1008,1008,0,0,1008,1,0,1,0,2,1,6,0,1953.0,1,240,0,18,0,0,0,0,0,5,2007,4.189654742026425,5.480638923341991,5.491082398775617,134500
1115,20,90.0,5400,5,7,1954,2000,0.0,415,0,418,833,833,0,0,833,0,0,1,0,2,1,4,0,1955.0,1,326,0,0,0,0,0,0,0,8,2006,4.499809670330265,5.786897381366708,5.372367007378489,117000
1116,20,93.0,12085,8,5,2007,2007,328.0,1004,0,730,1734,1734,0,0,1734,1,0,2,0,3,1,7,1,2007.0,3,928,0,0,0,0,0,0,0,11,2007,4.532599493153256,6.833031732786201,5.820320075639202,318000
1118,20,57.0,9764,5,7,1967,2003,0.0,702,0,192,894,894,0,0,894,1,0,1,0,3,1,5,0,1967.0,2,450,0,0,0,0,0,0,0,5,2008,4.04305126783455,6.1092475827643655,5.41654804796266,130000
1119,80,85.0,13825,5,6,1958,1987,0.0,0,0,533,533,1021,580,0,1601,0,1,1,0,3,1,6,0,1958.0,1,300,280,34,0,0,0,0,0,12,2008,4.442651256490317,5.703782474656201,5.772660556191341,140000
1120,20,70.0,7560,5,5,1959,1959,0.0,369,0,671,1040,1040,0,0,1040,0,0,1,0,3,1,6,0,1959.0,1,286,140,0,252,0,0,0,0,7,2006,4.248495242049359,5.655991810819852,5.510389317476092,133700
1121,30,59.0,8263,6,5,1920,1950,0.0,0,0,1012,1012,1012,0,0,1012,0,0,1,0,2,1,6,1,1920.0,1,308,0,22,112,0,0,0,0,5,2007,4.07753744390572,5.730099782973574,5.4935313408247834,118400
1122,20,84.0,10084,7,5,2005,2006,196.0,24,0,1528,1552,1552,0,0,1552,0,0,2,0,3,1,7,0,2005.0,3,782,144,20,0,0,0,0,0,7,2006,4.430816798843313,6.661854740545311,5.754024963230653,212900
1126,20,60.0,10434,4,5,1955,1955,0.0,0,0,1005,1005,1005,0,0,1005,0,0,1,0,2,1,5,1,1977.0,2,672,0,0,0,0,0,0,0,11,2009,4.0943445622221,6.51025834052315,5.4892388618035195,115000
1127,120,53.0,3684,7,5,2007,2007,130.0,0,0,1373,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2007.0,3,660,143,20,0,0,0,0,0,6,2009,3.970291913552122,6.492239835020471,5.755183890219362,174000
1128,20,182.0,14572,7,5,2004,2004,0.0,1300,0,230,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,2004.0,3,630,144,36,0,0,0,0,0,11,2007,5.204006687076795,6.4457198193855785,5.745452257065208,259000
1129,60,59.0,11796,7,5,2004,2005,0.0,0,0,847,847,847,1112,0,1959,0,0,2,1,4,1,8,1,2004.0,2,434,100,48,0,0,0,0,0,7,2007,4.07753744390572,6.073044534100405,5.892673755919768,215000
1130,90,60.0,7200,5,5,1980,1980,180.0,936,0,0,936,936,0,0,936,1,0,1,0,2,1,4,0,1980.0,2,672,49,0,0,0,0,0,0,8,2007,4.0943445622221,6.51025834052315,5.445132697235144,140000
1131,50,65.0,7804,4,3,1928,1950,0.0,622,0,500,1122,1328,653,0,1981,1,0,2,0,4,1,7,2,1981.0,2,576,431,44,0,0,0,0,0,12,2009,4.174387269895637,6.3561076606958915,5.8992660939630435,135000
1133,70,90.0,9900,6,4,1880,1950,0.0,0,0,1008,1008,1178,1032,0,2210,0,0,2,0,5,1,8,0,1930.0,1,205,0,48,0,0,0,0,0,5,2007,4.499809670330265,5.3230099791384085,5.963570545280657,117500
1134,60,80.0,9828,8,5,1995,1995,0.0,584,0,544,1128,1142,878,0,2020,0,0,2,1,3,1,8,1,1995.0,2,466,0,155,0,0,0,0,0,6,2009,4.382026634673881,6.144185634125646,5.910762329528458,239500
1135,60,57.0,8773,6,5,1997,1997,0.0,0,0,916,916,916,684,0,1600,0,0,2,1,3,1,7,1,1997.0,2,460,100,38,0,0,0,0,0,8,2007,4.04305126783455,6.131226489483141,5.772286367377205,169000
1136,30,60.0,6180,6,5,1926,1950,0.0,0,0,960,960,986,0,0,986,0,0,1,0,2,1,5,1,1926.0,1,180,0,128,0,0,0,0,0,5,2007,4.0943445622221,5.19295685089021,5.477424709266883,102000
1137,50,80.0,9600,6,5,1950,1950,0.0,280,0,752,1032,1032,220,0,1252,0,0,1,0,3,1,6,0,1950.0,1,288,0,0,96,0,0,0,0,4,2008,4.382026634673881,5.662960480135946,5.624140005241157,119000
1140,30,98.0,8731,5,5,1920,1950,0.0,645,0,270,915,1167,0,0,1167,0,0,1,0,3,1,6,1,1972.0,2,495,0,0,216,0,126,0,0,5,2007,4.584967478670572,6.20455776256869,5.581205102121596,144000
1141,20,60.0,7350,5,7,1951,1951,0.0,852,0,100,952,952,0,0,952,1,0,1,0,2,1,4,0,1988.0,2,840,0,0,0,0,0,0,0,6,2008,4.0943445622221,6.733401891837359,5.455662934381681,139000
1143,60,77.0,9965,8,5,2006,2007,340.0,1150,0,316,1466,1466,1362,0,2828,1,0,3,0,4,1,11,1,2006.0,3,1052,125,144,0,0,0,0,0,4,2007,4.343805421853684,6.9584483932976555,6.106738734265675,424870
1145,190,60.0,12180,4,4,1941,1950,0.0,348,0,324,672,672,252,0,924,1,0,1,0,2,1,5,0,1941.0,1,280,0,0,0,0,0,0,0,7,2010,4.0943445622221,5.634789603169249,5.437107891523228,80000
1146,50,52.0,6240,5,6,1928,1950,0.0,0,0,1042,1042,1042,534,0,1576,0,0,1,0,3,1,8,1,1928.0,1,225,0,0,0,0,0,0,0,8,2006,3.9512437185814275,5.41610040220442,5.763230022123482,149000
1148,70,75.0,12000,7,7,1941,1950,0.0,275,0,429,704,860,704,0,1564,0,0,1,1,3,1,7,1,1941.0,1,234,0,0,0,0,0,0,0,7,2009,4.31748811353631,5.455321115357702,5.758646376530324,174500
1150,70,50.0,9000,7,9,1920,1988,0.0,624,0,26,650,832,650,0,1482,0,1,1,0,3,1,7,0,1930.0,2,324,0,0,0,0,0,0,0,7,2009,3.912023005428146,5.780743515792329,5.726281467269965,143000
1151,20,57.0,8280,6,5,1950,1950,0.0,0,0,932,932,932,0,0,932,0,0,1,0,2,1,4,1,1950.0,1,306,0,0,214,0,0,0,0,11,2007,4.04305126783455,5.723585101952381,5.442470048406516,124000
1152,20,134.0,17755,5,4,1959,1959,132.0,176,0,1290,1466,1466,0,0,1466,0,0,1,1,3,1,6,2,1959.0,2,528,0,140,0,0,100,0,0,11,2006,4.897839799950911,6.269096283706261,5.71974326420201,149900
1153,20,90.0,14115,6,7,1956,2004,0.0,296,547,230,1073,1811,0,0,1811,0,0,1,0,2,1,6,1,1956.0,2,470,0,0,280,0,0,0,0,7,2006,4.499809670330265,6.152732694704104,5.846157317633847,230000
1156,20,90.0,10768,5,8,1976,2004,0.0,1157,0,280,1437,1437,0,0,1437,1,0,2,0,3,1,6,1,1976.0,2,528,0,21,0,0,180,0,0,7,2007,4.499809670330265,6.269096283706261,5.707695891800114,218000
1157,80,85.0,9350,5,8,1965,1999,0.0,633,0,586,1219,1265,0,0,1265,0,1,2,0,3,1,6,1,1965.0,2,502,0,92,0,96,0,0,0,10,2008,4.442651256490317,6.218600119691729,5.630430654399555,179900
1158,120,34.0,5001,7,5,2007,2008,166.0,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2008.0,2,626,172,62,0,0,0,0,0,7,2009,3.5263605246161616,6.439350371100098,5.653535298685474,230000
1159,20,92.0,11932,8,5,2007,2008,186.0,0,0,1580,1580,1580,0,0,1580,0,0,2,0,3,1,7,0,2008.0,3,830,0,24,0,0,0,0,0,6,2008,4.5217885770490405,6.721425700790643,5.764749614008149,235128
1160,60,76.0,9120,6,6,1974,1974,270.0,442,0,459,901,943,933,0,1876,0,0,2,1,4,1,8,1,1974.0,2,540,0,69,0,0,0,0,0,7,2008,4.330733340286331,6.29156913955832,5.867069572180578,185000
1161,160,24.0,2280,6,5,1978,1978,0.0,311,0,544,855,855,601,0,1456,0,0,2,1,3,1,7,1,1978.0,2,440,26,0,0,0,0,0,0,7,2010,3.1780538303479458,6.0867747269123065,5.7156180150698095,146000
1163,20,109.0,8724,5,5,1968,1968,0.0,492,0,402,894,894,0,0,894,0,0,1,0,3,1,5,1,1968.0,2,450,0,0,0,0,0,0,0,5,2007,4.6913478822291435,6.1092475827643655,5.41654804796266,129000
1164,90,60.0,12900,4,4,1969,1969,0.0,1198,0,0,1198,1258,0,0,1258,2,0,0,2,0,2,6,0,1969.0,2,400,120,0,0,0,0,0,0,1,2008,4.0943445622221,5.991464547107982,5.627052019802248,108959
1166,20,79.0,9541,7,5,2009,2009,268.0,0,0,1502,1502,1502,0,0,1502,0,0,2,0,3,1,7,0,2009.0,2,644,0,114,0,0,0,0,0,9,2009,4.3694478524670215,6.467698726104354,5.734348861265676,233170
1167,20,64.0,10475,8,5,2008,2008,72.0,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,2008.0,3,776,160,33,0,0,0,0,0,2,2010,4.1588830833596715,6.654152520183219,5.806409347559077,245350
1168,60,58.0,10852,6,5,2000,2000,0.0,786,0,173,959,959,712,0,1671,1,0,2,1,3,1,7,1,2000.0,2,472,0,38,0,0,0,0,0,2,2006,4.060443010546419,6.156978985585555,5.798250686537214,173000
1169,70,120.0,13728,6,7,1935,1986,0.0,626,0,501,1127,1236,872,0,2108,0,0,2,0,4,1,7,2,1935.0,2,540,0,0,0,0,90,0,0,7,2008,4.787491742782046,6.29156913955832,5.9358532829059705,235000
1170,60,118.0,35760,10,5,1995,1996,1378.0,1387,0,543,1930,1831,1796,0,3627,1,0,3,1,4,1,10,1,1995.0,3,807,361,76,0,0,0,0,0,7,2006,4.770684624465665,6.693323668269949,6.248752954828971,625000
1171,80,76.0,9880,6,6,1977,1977,0.0,522,0,574,1096,1118,0,0,1118,1,0,1,0,3,1,6,1,1977.0,1,358,203,0,0,0,0,576,0,7,2008,4.330733340286331,5.8805329864007,5.554906488568376,171000
1172,20,76.0,9120,6,6,1958,1958,0.0,662,0,599,1261,1261,0,0,1261,1,0,1,0,3,1,6,1,1958.0,2,433,0,0,0,0,288,0,1400,11,2008,4.330733340286331,6.07073772800249,5.628502461908686,163000
1173,160,35.0,4017,7,5,2006,2007,0.0,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2006.0,2,625,0,54,0,0,0,0,0,3,2008,3.5553480614894135,6.437751649736401,5.623166015846074,171900
1175,70,80.0,16560,6,8,1932,1950,0.0,503,0,449,952,1170,1175,0,2345,0,0,2,1,4,1,9,1,1932.0,2,360,0,0,0,0,0,0,0,7,2006,4.382026634673881,5.886104031450156,5.998221647521608,239000
1176,50,85.0,10678,8,5,1992,2000,337.0,700,0,983,1683,2129,743,0,2872,0,0,2,1,4,1,9,1,1992.0,2,541,0,33,0,0,0,0,0,4,2007,4.442651256490317,6.293419278846481,6.115621560798894,285000
1177,20,37.0,6951,5,5,1984,1985,0.0,658,0,218,876,923,0,0,923,1,0,1,0,3,1,5,0,1984.0,1,264,362,0,0,0,0,0,0,10,2008,3.6109179126442243,5.575949103146316,5.436434132851099,119500
1179,50,54.0,7681,5,6,1921,1950,0.0,0,0,731,731,820,523,0,1343,0,0,1,1,3,1,7,1,1921.0,1,186,192,0,102,0,0,0,0,7,2009,3.9889840465642745,5.225746673713202,5.6667794173555555,154900
1182,120,64.0,5587,8,5,2008,2008,186.0,1480,0,120,1600,1652,0,0,1652,1,1,2,0,2,1,5,1,2008.0,2,482,162,53,0,153,0,0,0,11,2008,4.1588830833596715,6.1779441140506,5.791419814242451,392500
1183,60,160.0,15623,10,5,1996,1996,0.0,2096,0,300,2396,2411,2065,0,4476,1,0,3,1,4,1,10,2,1996.0,3,813,171,78,0,0,0,555,0,7,2007,5.075173815233827,6.70073110954781,6.366887622474342,745000
1184,30,60.0,10800,5,6,1920,1950,0.0,821,0,299,1120,1130,0,0,1130,1,0,1,0,2,1,5,1,1970.0,2,720,229,0,0,0,0,0,0,6,2006,4.0943445622221,6.579251212010101,5.561459357047218,120000
1185,20,50.0,35133,5,4,1963,1963,226.0,1159,0,413,1572,1572,0,0,1572,1,0,1,1,3,1,5,2,1963.0,3,995,0,263,0,0,263,0,0,5,2007,3.912023005428146,6.902742737158593,5.76170629979744,186700
1186,50,60.0,9738,5,7,1924,1950,0.0,392,0,392,784,949,272,0,1221,1,0,1,0,4,1,7,0,1965.0,1,392,0,0,236,0,0,0,0,3,2006,4.0943445622221,5.971261839790462,5.6088528733203304,104900
1187,190,107.0,10615,3,5,1900,1970,0.0,440,0,538,978,1014,685,0,1699,1,0,2,0,3,2,7,0,1920.0,2,420,0,74,0,0,0,0,0,8,2009,4.672828834461906,6.040254711277414,5.8081672916603475,95000
1188,20,89.0,12461,8,5,1994,1995,0.0,1456,0,168,1624,1624,0,0,1624,1,0,2,0,2,1,5,1,1994.0,3,757,0,114,192,0,0,0,0,7,2006,4.48863636973214,6.6293632534374485,5.7811985789164595,262000
1189,60,68.0,8935,7,5,2002,2002,95.0,0,0,831,831,831,829,0,1660,0,0,2,1,3,1,7,0,2002.0,2,493,144,68,0,0,0,0,0,7,2009,4.219507705176107,6.20050917404269,5.7943061598015735,195000
1190,60,60.0,7500,7,5,1999,1999,0.0,0,0,994,994,1028,776,0,1804,0,0,2,1,3,1,7,1,1999.0,2,442,140,60,0,0,0,0,0,6,2010,4.0943445622221,6.091309882077698,5.843857484524788,189000
1192,160,24.0,2645,8,5,1999,2000,456.0,0,0,776,776,764,677,0,1441,0,0,2,1,2,1,5,0,1999.0,2,492,206,0,0,0,0,0,0,11,2007,3.1780538303479458,6.198478716492308,5.709372980010826,174000
1193,50,60.0,9600,5,8,1925,1994,0.0,0,0,702,702,842,630,0,1472,0,0,1,0,3,1,6,0,1925.0,1,250,0,0,84,0,0,0,0,7,2007,4.0943445622221,5.521460917862246,5.722203993558357,125000
1195,60,80.0,9364,6,7,1969,1969,143.0,371,0,292,663,663,689,0,1352,0,0,1,1,4,1,7,0,1969.0,1,299,379,36,0,0,0,0,0,3,2010,4.382026634673881,5.700443573390687,5.670827548007384,158000
1196,60,51.0,8029,6,5,2005,2005,0.0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,0,2005.0,2,400,100,24,0,0,0,0,0,7,2008,3.9318256327243257,5.991464547107982,5.7156180150698095,176000
1197,60,58.0,14054,7,5,2006,2006,0.0,0,0,879,879,879,984,0,1863,0,0,2,1,4,1,9,1,2006.0,3,660,100,17,0,0,0,0,0,11,2006,4.060443010546419,6.492239835020471,5.862949754265347,219210
1198,75,65.0,8850,7,6,1916,1950,0.0,0,0,815,815,815,875,0,1690,0,0,1,0,3,1,7,1,1916.0,1,225,0,0,330,0,0,0,0,7,2006,4.174387269895637,5.41610040220442,5.804998992102989,144000
1199,20,70.0,9100,7,5,2001,2001,0.0,0,0,1212,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2001.0,2,573,356,0,0,0,0,0,0,6,2009,4.248495242049359,6.35088571671474,5.604336831455032,178000
1200,20,75.0,11235,4,5,1963,1979,51.0,547,0,504,1051,1382,0,0,1382,0,0,1,1,3,1,6,1,1974.0,2,459,0,82,0,0,0,0,0,10,2006,4.31748811353631,6.129050210060545,5.684116093552764,148000
1201,20,71.0,9353,4,5,1970,1970,0.0,0,0,864,864,864,0,0,864,0,0,1,0,3,1,5,0,1972.0,1,280,0,0,0,0,0,0,0,7,2006,4.2626798770413155,5.634789603169249,5.395236715010349,116050
1202,60,80.0,10400,7,5,1998,1998,0.0,0,0,866,866,866,913,0,1779,0,0,2,1,3,1,6,0,1998.0,2,546,198,36,0,0,0,0,0,3,2009,4.382026634673881,6.302618975744905,5.8355651787953144,197900
1203,50,50.0,6000,5,8,1925,1997,0.0,0,0,884,884,884,464,0,1348,1,0,1,0,3,1,5,1,1960.0,1,216,0,0,208,0,0,0,0,5,2009,3.912023005428146,5.375278407684165,5.669031947843225,117000
1204,20,75.0,9750,7,5,2000,2001,171.0,0,0,1630,1630,1630,0,0,1630,0,0,2,0,3,1,6,1,2000.0,2,451,74,234,0,0,0,0,0,10,2009,4.31748811353631,6.111467339502679,5.783404627813857,213000
1205,20,78.0,10140,5,6,1975,1975,0.0,788,0,268,1056,1074,0,0,1074,1,0,1,1,3,1,6,0,1975.0,2,495,0,88,0,0,0,0,0,7,2006,4.356708826689592,6.20455776256869,5.530218829233865,153500
1206,20,90.0,14684,7,7,1990,1991,234.0,485,177,1496,2158,2196,0,0,2196,0,0,2,0,3,1,7,1,1990.0,3,701,84,70,0,0,0,0,0,6,2009,4.499809670330265,6.55250788703459,5.95984817381353,271900
1208,20,70.0,9135,6,5,2003,2003,120.0,340,0,1342,1682,1700,0,0,1700,1,0,2,0,3,1,7,0,2003.0,2,544,192,23,0,0,0,0,0,5,2006,4.248495242049359,6.298949246855942,5.808518216492189,200000
1209,20,70.0,7763,5,7,1962,1980,0.0,504,108,319,931,1283,0,0,1283,1,0,1,0,3,1,6,0,1980.0,2,506,0,0,0,0,0,0,0,10,2008,4.248495242049359,6.226536669287466,5.639027571210084,140000
1210,20,85.0,10182,8,5,2006,2006,420.0,1220,0,440,1660,1660,0,0,1660,1,0,2,0,3,1,8,1,2006.0,2,500,322,50,0,0,0,0,0,5,2006,4.442651256490317,6.214608098422191,5.7943061598015735,290000
1211,60,70.0,11218,6,5,1992,1992,0.0,0,0,1055,1055,1055,790,0,1845,0,0,2,1,3,1,8,1,1992.0,2,462,635,104,0,0,0,0,400,5,2010,4.248495242049359,6.135564891081739,5.857194347815972,189000
1212,50,152.0,12134,8,7,1988,2005,0.0,427,0,132,559,1080,672,0,1752,0,0,2,0,4,1,8,0,1988.0,2,492,325,12,0,0,0,0,0,6,2010,5.0238805208462765,6.198478716492308,5.826468331640759,164000
1213,30,50.0,9340,4,6,1941,1950,0.0,344,0,328,672,672,0,0,672,1,0,1,0,2,1,4,0,1941.0,1,234,0,113,0,0,0,0,0,8,2009,3.912023005428146,5.455321115357702,5.236759806248108,113000
1215,85,69.0,10205,5,5,1962,1962,0.0,784,0,141,925,999,0,0,999,1,0,1,0,3,1,6,0,1962.0,1,300,150,72,0,0,0,0,0,5,2006,4.23410650459726,5.703782474656201,5.485534066556812,134500
1216,20,99.0,7094,5,5,1966,1966,0.0,180,374,340,894,894,0,0,894,0,0,1,0,3,1,5,0,1966.0,1,384,0,0,0,0,0,0,0,5,2007,4.59511985013459,5.950642552587727,5.41654804796266,125000
1217,90,68.0,8930,6,5,1978,1978,0.0,0,0,0,0,1318,584,0,1902,0,0,2,0,4,2,8,0,1978.0,2,539,0,0,0,0,0,0,0,4,2010,4.219507705176107,6.289715570908998,5.87521837930323,112000
1218,20,72.0,8640,8,5,2009,2009,72.0,936,0,364,1300,1314,0,0,1314,1,0,2,0,3,1,6,0,2009.0,2,552,135,112,0,0,0,0,0,9,2009,4.276666119016055,6.313548046277095,5.653535298685474,229456
1221,20,66.0,7800,5,5,1964,1964,0.0,312,600,0,912,912,0,0,912,0,0,1,0,2,1,5,0,1964.0,1,288,0,0,0,0,0,0,0,11,2006,4.189654742026425,5.662960480135946,5.428970843228785,115000
1222,20,55.0,8250,5,5,1968,1968,0.0,250,492,210,952,1211,0,0,1211,0,0,1,0,3,1,5,1,1968.0,1,322,0,63,0,0,0,0,0,8,2008,4.007333185232471,5.7745515455444085,5.603832836405632,134000
1223,50,78.0,10496,6,6,1949,1950,320.0,196,0,844,1040,1168,678,0,1846,0,0,2,0,3,1,7,1,1949.0,1,315,0,0,0,0,0,0,0,1,2007,4.356708826689592,5.752572638825633,5.857515665097732,143000
1224,20,89.0,10680,5,3,1951,1951,44.0,756,0,1380,2136,2136,0,0,2136,0,0,2,0,4,1,7,0,1951.0,2,528,0,30,0,0,0,0,0,10,2006,4.48863636973214,6.269096283706261,5.943602443636411,137900
1225,60,60.0,15384,7,5,2004,2005,0.0,724,0,64,788,788,702,0,1490,1,0,2,1,3,1,8,1,2004.0,2,388,100,75,0,0,0,0,0,2,2008,4.0943445622221,5.961005339623274,5.729522316590026,184000
1226,80,65.0,10482,6,8,1958,1958,63.0,507,0,81,588,1138,0,0,1138,0,1,1,0,3,1,6,0,1958.0,1,264,224,0,0,0,0,0,0,6,2007,4.174387269895637,5.575949103146316,5.565786722556766,145000
1227,60,86.0,14598,6,5,2007,2007,74.0,0,0,894,894,894,1039,0,1933,0,0,2,1,4,1,9,1,2007.0,3,668,100,18,0,0,0,0,0,1,2008,4.454347296253507,6.504288173536645,5.8847799655928,214000
1228,20,72.0,8872,5,8,1965,2008,300.0,595,0,317,912,912,0,0,912,1,0,1,0,2,1,5,0,1992.0,2,576,0,240,0,0,0,0,0,12,2008,4.276666119016055,6.3561076606958915,5.428970843228785,147000
1229,120,65.0,8769,9,5,2008,2008,766.0,1540,0,162,1702,1702,0,0,1702,1,0,1,1,1,1,7,1,2008.0,3,1052,0,72,0,0,224,0,0,10,2008,4.174387269895637,6.9584483932976555,5.809219404321681,367294
1230,80,70.0,7910,5,5,1960,1960,0.0,666,0,409,1075,1507,0,0,1507,0,0,2,0,4,1,7,0,1960.0,1,404,0,0,0,0,0,0,0,8,2008,4.248495242049359,6.0014148779611505,5.736347762685224,127000
1232,90,70.0,7728,5,6,1962,1962,120.0,803,0,303,1106,1190,0,0,1190,1,0,1,0,3,1,6,0,1962.0,2,540,0,18,0,0,0,0,0,5,2006,4.248495242049359,6.29156913955832,5.5931448891296744,132500
1233,90,70.0,9842,4,5,1962,1962,0.0,0,0,0,0,1224,0,0,1224,0,0,2,0,2,2,6,0,1962.0,2,462,0,0,0,0,0,0,0,3,2007,4.248495242049359,6.135564891081739,5.610350313640625,101800
1236,70,96.0,13132,5,5,1914,1950,0.0,0,0,747,747,892,892,0,1784,0,0,1,1,4,1,9,0,1914.0,1,180,203,40,0,0,0,0,0,7,2006,4.564348191467836,5.19295685089021,5.837233569358394,138887
1237,160,36.0,2628,7,5,2003,2003,106.0,0,0,764,764,764,862,0,1626,0,0,2,1,2,1,6,0,2003.0,2,474,0,27,0,0,0,0,0,6,2010,3.58351893845611,6.161207321695077,5.781934895704144,175500
1238,60,41.0,12393,7,5,2004,2005,0.0,0,0,847,847,847,1101,0,1948,0,0,2,1,4,1,8,1,2004.0,2,434,100,48,0,0,0,0,0,9,2006,3.713572066704308,6.073044534100405,5.889347831458935,195000
1239,20,63.0,13072,6,5,2005,2005,0.0,0,0,1141,1141,1141,0,0,1141,0,0,1,1,3,1,6,0,2005.0,2,484,0,0,0,0,0,0,0,3,2006,4.143134726391533,6.182084906716632,5.567401102842527,142500
1240,20,64.0,9037,8,5,2006,2006,32.0,428,0,1048,1476,1484,0,0,1484,0,0,2,0,2,1,6,1,2006.0,2,472,120,33,0,0,0,0,0,12,2007,4.1588830833596715,6.156978985585555,5.727093430577943,265900
1241,60,65.0,8158,7,5,2003,2003,252.0,550,0,334,884,884,884,0,1768,1,0,2,1,3,1,8,0,2003.0,2,543,0,63,0,0,0,0,0,7,2008,4.174387269895637,6.297109319933935,5.831876998986385,224900
1242,20,83.0,9849,7,6,2007,2007,0.0,0,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,2007.0,3,954,0,56,0,0,0,0,0,6,2007,4.418840607796598,6.860663671448287,5.804645845391636,248328
1243,85,85.0,10625,7,6,1974,1974,81.0,885,168,0,1053,1173,0,0,1173,1,0,2,0,3,1,6,2,1974.0,2,528,0,120,0,0,0,0,0,1,2010,4.442651256490317,6.269096283706261,5.5843439333464895,170000
1246,80,78.0,12090,6,7,1984,2003,74.0,0,0,585,585,1140,728,0,1868,0,0,3,1,3,1,7,1,1984.0,2,477,268,112,0,0,147,0,0,1,2007,4.356708826689592,6.1675164908883415,5.864537927522583,178000
